0,2,0,0,()
2,8,12,1,()
8,14,12,2,()
12,14,22,1,()
14,20,22,2,()
20,26,22,2,25
22,26,32,1,25
25,26,32,2,()
26,32,32,2,31
31,32,32,2,36
32,38,32,2,(36 37)
32,38,42,1,(36 37)
36,38,42,2,37
37,38,42,2,42
38,44,42,2,(42 43)
42,44,42,2,(43 47)
42,44,52,1,(43 47)
43,44,52,2,47
44,50,52,2,(47 49)
47,50,52,2,(49 52)
49,50,52,2,(52 54)
50,56,52,2,(52 54 55)
52,56,52,2,(54 55 57)
52,56,62,1,(54 55 57)
54,56,62,2,(55 57)
55,56,62,2,(57 60)
56,62,62,2,(57 60 61)
57,62,62,2,(60 61 62)
60,62,62,2,(61 62 65)
61,62,62,2,(62 65 66)
62,62,62,2,(65 66 67)
62,68,62,2,(65 66 67 67)
62,68,72,1,(65 66 67 67)
65,68,72,2,(66 67 67)
66,68,72,2,(67 67 71)
67,68,72,2,(67 71 72)
67,68,72,2,(71 72 72)
68,74,72,2,(71 72 72 73)
71,74,72,2,(72 72 73 76)
72,74,72,2,(72 73 76 77)
72,74,72,2,(73 76 77 77)
72,74,82,1,(73 76 77 77)
73,74,82,2,(76 77 77)
74,80,82,2,(76 77 77 79)
76,80,82,2,(77 77 79 81)
77,80,82,2,(77 79 81 82)
77,80,82,2,(79 81 82 82)
79,80,82,2,(81 82 82 84)
80,86,82,2,(81 82 82 84 85)
81,86,82,2,(82 82 84 85 86)
82,86,82,2,(82 84 85 86 87)
82,86,82,2,(84 85 86 87 87)
82,86,92,1,(84 85 86 87 87)
84,86,92,2,(85 86 87 87)
85,86,92,2,(86 87 87 90)
86,86,92,2,(87 87 90 91)
86,92,92,2,(87 87 90 91 91)
87,92,92,2,(87 90 91 91 92)
87,92,92,2,(90 91 91 92 92)
90,92,92,2,(91 91 92 92 95)
91,92,92,2,(91 92 92 95 96)
91,92,92,2,(92 92 95 96 96)
92,92,92,2,(92 95 96 96 97)
92,92,92,2,(95 96 96 97 97)
92,98,92,2,(95 96 96 97 97 97)
92,98,102,1,(95 96 96 97 97 97)
95,98,102,2,(96 96 97 97 97)
96,98,102,2,(96 97 97 97 101)
96,98,102,2,(97 97 97 101 101)
97,98,102,2,(97 97 101 101 102)
97,98,102,2,(97 101 101 102 102)
97,98,102,2,(101 101 102 102 102)
98,104,102,2,(101 101 102 102 102 103)
101,104,102,2,(101 102 102 102 103 106)
101,104,102,2,(102 102 102 103 106 106)
102,104,102,2,(102 102 103 106 106 107)
102,104,102,2,(102 103 106 106 107 107)
102,104,102,2,(103 106 106 107 107 107)
102,104,112,1,(103 106 106 107 107 107)
