[0, 2.0, 0, 0, '()']
[2.0, 3.439291694804325, 12.0, 1, '()']
[3.439291694804325, 8.196323315179077, 12.0, 2, '()']
[8.196323315179077, 12.809239839315769, 12.0, 2, '(8.25)']
[8.245306544790655, 12.809239839315769, 12.0, 2, '(8.42)']
[8.41676474874983, 12.809239839315769, 12.0, 2, '(9.11)']
[9.114187557555542, 12.809239839315769, 12.0, 2, '(14.27)']
[12.0, 12.809239839315769, 22.0, 1, '(14.27)']
[12.809239839315769, 13.306258131513092, 22.0, 2, '(14.27)']
[13.306258131513092, 14.91551508431587, 22.0, 2, '(13.52 14.27)']
[13.521297666550238, 14.91551508431587, 22.0, 2, '(14.27 17.58)']
[14.271358755420529, 14.91551508431587, 22.0, 2, '(17.58 19.43)']
[14.91551508431587, 21.61377873699739, 22.0, 2, '(16.24 17.58 19.43)']
[16.238787192092875, 21.61377873699739, 22.0, 2, '(17.58 19.43 21.97)']
[17.576152144344427, 21.61377873699739, 22.0, 2, '(19.43 21.97 28.75)']
[19.434959269427647, 21.61377873699739, 22.0, 2, '(20.1 21.97 28.75)']
[20.102523133749383, 21.61377873699739, 22.0, 2, '(21.97 24.82 28.75)']
[21.61377873699739, 30.332055518891565, 22.0, 2, '(21.97 22.66 24.82 28.75)']
[21.9689273535337, 30.332055518891565, 22.0, 2, '(22.66 24.82 28.75 29.08)']
[22.0, 30.332055518891565, 32.0, 1, '(22.66 24.82 28.75 29.08)']
[22.6570896448111, 30.332055518891565, 32.0, 2, '(24.82 28.75 29.08)']
[24.819066563246647, 30.332055518891565, 32.0, 2, '(26.31 28.75 29.08)']
[26.313046795986317, 30.332055518891565, 32.0, 2, '(28.75 29.08 37.98)']
[28.746532928209568, 30.332055518891565, 32.0, 2, '(29.08 37.98 44.49)']
[29.084895416873287, 30.332055518891565, 32.0, 2, '(29.3 37.98 44.49)']
[29.295303067831206, 30.332055518891565, 32.0, 2, '(36.74 37.98 44.49)']
[30.332055518891565, 60.303718781621015, 32.0, 2, '(31.45 36.74 37.98 44.49)']
[31.446656708786616, 60.303718781621015, 32.0, 2, '(32.48 36.74 37.98 44.49)']
[32.0, 60.303718781621015, 42.0, 1, '(32.48 36.74 37.98 44.49)']
[32.48279070942104, 60.303718781621015, 42.0, 2, '(36.74 37.98 44.49)']
[36.735972368890934, 60.303718781621015, 42.0, 2, '(37.98 43.78 44.49)']
[37.97564166256243, 60.303718781621015, 42.0, 2, '(43.78 44.29 44.49)']
[42.0, 60.303718781621015, 52.0, 1, '(43.78 44.29 44.49)']
[43.77601367067868, 60.303718781621015, 52.0, 2, '(44.29 44.49)']
[44.29388401747644, 60.303718781621015, 52.0, 2, '(44.49 45.24)']
[44.49406288333323, 60.303718781621015, 52.0, 2, '(45.24 45.35)']
[45.24468499242958, 60.303718781621015, 52.0, 2, '(45.35 47.79)']
[45.34611847233139, 60.303718781621015, 52.0, 2, '(47.79 48.59)']
[47.79499567669824, 60.303718781621015, 52.0, 2, '(48.59 51.93)']
[48.59149633237993, 60.303718781621015, 52.0, 2, '(50.25 51.93)']
[50.24618317754287, 60.303718781621015, 52.0, 2, '(51.93 56.19)']
[51.93451544490773, 60.303718781621015, 52.0, 2, '(56.19 56.67)']
[52.0, 60.303718781621015, 62.0, 1, '(56.19 56.67)']
[56.18711724303352, 60.303718781621015, 62.0, 2, '(56.67)']
[56.67266427050984, 60.303718781621015, 62.0, 2, '(58.54)']
[58.5363070260096, 60.303718781621015, 62.0, 2, '(66.3)']
[60.303718781621015, 61.83663737158922, 62.0, 2, '(65.17 66.3)']
[61.83663737158922, 63.26716174614766, 62.0, 2, '(64.21 65.17 66.3)']
[62.0, 63.26716174614766, 72.0, 1, '(64.21 65.17 66.3)']
[63.26716174614766, 69.6174173108309, 72.0, 2, '(64.21 65.17 66.3)']
[64.21044062106982, 69.6174173108309, 72.0, 2, '(65.17 66.3 68.72)']
[65.16644311484066, 69.6174173108309, 72.0, 2, '(66.24 66.3 68.72)']
[66.24090465355218, 69.6174173108309, 72.0, 2, '(66.3 68.0 68.72)']
[66.29698035750852, 69.6174173108309, 72.0, 2, '(67.85 68.0 68.72)']
[67.85101919062785, 69.6174173108309, 72.0, 2, '(68.0 68.72 79.17)']
[67.99722701517261, 69.6174173108309, 72.0, 2, '(68.72 70.84 79.17)']
[68.72381025556405, 69.6174173108309, 72.0, 2, '(69.4 70.84 79.17)']
[69.39516211913471, 69.6174173108309, 72.0, 2, '(70.84 72.53 79.17)']
[69.6174173108309, 72.79716098614615, 72.0, 2, '(70.84 72.53 79.17 84.52)']
[70.83777964773031, 72.79716098614615, 72.0, 2, '(71.48 72.53 79.17 84.52)']
[71.48400051494515, 72.79716098614615, 72.0, 2, '(72.53 73.61 79.17 84.52)']
[72.0, 72.79716098614615, 82.0, 1, '(72.53 73.61 79.17 84.52)']
[72.52682219930404, 72.79716098614615, 82.0, 2, '(73.61 79.17 84.52)']
[72.79716098614615, 72.82840951159861, 82.0, 2, '(73.61 75.21 79.17 84.52)']
[72.82840951159861, 87.09698168042101, 82.0, 2, '(73.61 75.21 76.36 79.17 84.52)']
[73.60722991334329, 87.09698168042101, 82.0, 2, '(75.21 76.36 79.17 80.65 84.52)']
[75.20575597384739, 87.09698168042101, 82.0, 2, '(76.36 79.17 80.65 84.52 88.84)']
[76.35803677455739, 87.09698168042101, 82.0, 2, '(79.17 80.65 81.35 84.52 88.84)']
[79.16887249784794, 87.09698168042101, 82.0, 2, '(80.65 81.35 84.52 88.84 88.95)']
